OTU	1at14w	1at10w	1at3w	1at5w	2at10w	2at14w	2at3w	2at5w	3at5w	3at10w	3at14w	3at3w	4at5w	4at10w	4at14w	4at3w	5at10w	5at14w	5at3w	5at5w	10at3w	10at14w	10at5w	11at10w	11at14w	11at3w	11at5w	12at3w	12at10w	12at14w	12at5w	13at5w	13at10w	13at14w	13at3w	14at10w	14at14w	14at3w	14at5w	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq250	0	56	13	73	79	64	21	70	55	0	33	201	84	20	0	57	32	78	0	0	9	0	0	14	26	9	0	21	0	246	37	0	0	0	37	0	13	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	
seq212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	126	446	124	0	0	22	0	109	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	
seq248	0	212	51	178	326	114	0	0	221	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	49	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	
seq254	0	204	0	238	163	207	0	189	87	0	119	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
seq252	0	69	0	140	151	59	40	95	128	32	150	26	155	0	36	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	18	0	58	0	0	0	43	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq191	47	67	11	0	65	68	0	0	0	109	51	12	90	85	62	8	49	25	16	0	10	0	0	25	87	30	79	0	0	0	0	23	58	0	102	64	34	0	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	
seq261	0	77	0	83	74	103	0	79	0	17	101	13	51	17	0	288	0	0	41	0	70	0	0	0	0	0	0	96	0	95	0	0	39	0	29	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	
seq243	13	0	35	0	0	0	100	0	0	0	0	0	0	21	50	24	164	0	100	63	51	0	0	0	0	82	0	17	0	0	14	144	71	63	0	69	0	0	142	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
seq255	0	78	0	62	119	74	0	42	86	40	69	52	95	63	46	0	19	42	0	0	0	0	0	0	0	0	0	0	0	0	23	0	21	0	114	30	0	55	93	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	1045	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	paraputrificum
seq278	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	179	0	0	310	32	51	0	0	0	0	0	0	70	0	0	48	142	0	0	52	0	0	0	197	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	
seq249	0	0	0	0	0	0	0	0	0	0	0	0	877	107	190	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	
seq216	0	0	0	0	0	0	0	0	0	0	0	0	152	60	0	0	23	0	0	24	0	0	0	0	0	0	0	247	0	0	0	416	50	0	141	13	14	0	41	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae		
seq262	0	0	78	47	38	0	291	41	0	0	34	0	0	0	62	157	0	0	58	0	74	0	0	0	0	43	36	29	0	37	0	77	0	0	37	0	0	41	0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		
seq290	0	113	44	177	151	0	0	178	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	39	0	62	362	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq274	0	30	0	76	52	0	0	48	0	0	0	0	102	0	0	0	67	0	170	0	30	0	0	0	0	0	0	509	0	0	37	0	0	0	22	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	207	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	
seq189	0	28	0	5	32	95	0	0	49	123	45	0	28	249	170	0	79	93	40	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	
seq306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	mayombei
seq236	0	14	37	43	0	0	27	36	0	17	16	0	31	28	22	0	0	7	0	0	17	0	23	25	174	44	38	102	0	0	28	51	27	0	114	20	15	21	67	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group			
seq284	28	39	0	0	20	49	0	19	109	0	70	0	0	0	22	0	156	320	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae		
seq207	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
seq258	0	85	41	31	95	82	0	28	131	0	0	0	0	34	27	0	53	46	0	39	0	0	0	0	0	0	0	69	0	0	34	44	0	0	0	30	0	0	100	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	
seq253	0	54	53	100	58	44	0	76	84	0	58	20	105	0	28	111	0	0	0	0	88	0	0	0	0	0	0	0	0	0	27	23	0	0	0	0	0	0	39	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq247	0	27	0	24	47	27	0	0	0	0	14	0	0	7	0	0	41	55	186	14	406	0	0	0	0	83	0	0	0	0	0	12	0	0	0	0	0	24	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
seq272	0	27	73	83	39	55	106	73	0	0	21	0	65	0	0	218	9	12	0	0	33	0	0	0	0	0	0	0	0	0	0	44	0	0	17	0	0	47	31	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	196	0	0	49	0	0	133	0	463	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
seq265	33	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	48	17	0	0	0	287	36	39	23	0	192	15	0	151	0	0	0	9	0	0	0	0	0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae UCG-002	
seq227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	87	308	0	0	0	0	0	0	171	0	0	52	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
seq263	0	0	0	34	39	40	20	31	36	6	40	11	78	0	0	113	0	0	0	14	21	0	0	0	0	13	37	23	0	29	50	81	0	21	21	10	15	21	47	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
seq286	0	0	0	0	0	0	84	0	0	0	0	30	0	0	0	11	0	0	66	0	26	18	53	160	31	24	208	0	0	140	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	colihominis
seq282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	63	27	660	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group			
seq277	0	53	23	76	26	63	0	41	0	0	37	50	82	36	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	32	0	0	78	33	26	0	76	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	
seq321	0	0	94	0	30	0	41	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	90	0	82	78	54	0	70	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
seq357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	36	0	95	0	529	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	
seq260	0	0	102	81	41	55	39	0	0	0	0	0	0	0	0	161	0	0	0	0	56	0	0	0	0	41	0	0	0	0	60	0	0	0	157	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
seq266	16	37	23	102	44	45	0	43	30	0	33	0	44	0	0	0	50	170	19	15	29	0	0	0	0	0	0	20	0	0	0	0	0	14	0	0	28	0	25	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
seq351	42	0	0	0	0	0	0	0	0	0	0	0	49	0	14	108	206	147	150	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	
seq289	37	21	17	16	0	14	41	8	0	0	17	0	16	0	0	60	62	24	210	50	13	0	0	0	0	0	0	108	0	0	0	13	0	0	40	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq314	0	82	0	116	49	75	77	32	0	0	30	0	102	0	0	27	71	48	0	0	7	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq281	13	177	0	0	0	19	0	0	93	17	33	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	13	0	0	0	118	19	18	0	29	0	27	0	16	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
seq280	0	137	0	71	0	99	0	50	52	31	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	105	0	0	38	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	
seq368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	55	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	
seq268	0	57	0	13	78	41	0	0	0	0	63	0	31	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	148	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
seq319	0	0	0	0	0	166	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	206	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
seq296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	49	72	99	0	0	11	61	202	102	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq291	6	22	0	24	34	45	0	32	30	0	29	0	43	5	0	18	17	36	80	10	0	0	0	0	6	0	0	25	0	0	0	65	0	0	15	0	28	0	79	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae		
seq349	0	28	15	0	0	20	0	45	12	14	56	0	0	14	0	161	0	0	0	0	28	0	0	0	0	0	10	119	0	0	0	15	0	0	61	8	0	0	19	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group			
seq344	0	0	0	111	40	29	48	69	0	0	0	0	102	0	0	102	25	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq313	0	44	0	41	70	60	0	36	0	0	46	0	39	15	12	38	69	24	0	0	47	0	0	0	0	0	0	24	0	0	0	12	6	0	11	0	0	0	14	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq326	17	12	0	16	20	25	8	0	5	45	47	22	12	14	20	0	17	0	44	11	0	0	0	0	12	12	0	64	0	0	0	18	11	0	71	0	37	35	12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq332	0	44	20	46	54	38	28	46	0	0	36	0	94	0	0	88	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	27	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	
seq307	0	0	66	0	42	0	229	35	56	0	0	28	0	0	0	0	52	76	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq293	0	45	43	31	0	21	15	0	48	10	32	24	0	0	22	0	38	73	69	16	61	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	20	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae		
seq251	0	0	110	36	0	0	14	18	116	0	32	0	82	0	42	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	18	0	0	32	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
seq302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
seq283	0	35	0	31	40	27	0	39	0	0	0	0	120	0	0	0	0	33	0	14	47	0	0	0	0	0	0	74	0	0	0	0	0	17	0	0	0	0	95	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	newyorkensis
seq264	0	31	0	0	52	42	0	22	13	0	58	0	0	0	0	0	0	0	0	0	35	0	0	0	5	19	0	11	0	0	8	123	0	0	20	0	0	0	124	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-006	
seq81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	197	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium	
seq380	0	0	66	235	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
seq336	0	0	0	0	0	38	0	0	42	0	0	0	0	0	0	31	0	0	82	0	65	0	0	0	0	0	0	89	0	0	0	26	0	0	37	0	0	0	136	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	
seq276	0	57	77	73	18	0	22	14	78	0	0	0	73	0	16	0	0	27	0	0	72	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq295	0	14	16	29	24	50	2	26	15	0	24	10	47	0	0	54	15	36	52	0	33	0	0	0	0	0	0	27	0	0	14	5	0	0	19	0	0	13	19	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	
seq299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	124	107	0	0	0	0	76	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
seq354	0	62	42	101	0	0	0	28	0	0	0	40	90	0	0	32	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	30	32	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	muris
seq322	0	28	7	18	36	60	4	6	11	23	26	36	21	30	57	0	43	40	0	27	0	0	0	0	0	9	0	0	0	0	0	0	0	0	25	5	24	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales			
seq345	0	30	6	0	114	35	0	0	94	22	11	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	38	0	64	25	0	0	14	0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
seq311	23	71	23	0	0	24	0	36	74	0	64	0	51	0	0	0	0	0	74	0	58	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae		
seq257	0	0	0	0	0	0	0	0	199	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
seq347	0	41	0	0	65	53	0	0	15	0	0	0	89	0	0	0	67	69	0	0	31	0	0	0	0	12	0	25	0	0	0	28	0	0	0	0	0	0	23	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq403	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
seq305	0	53	0	44	49	40	0	0	36	0	41	0	34	0	0	0	27	77	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	20	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
seq285	0	32	0	0	0	38	0	0	0	0	31	45	0	0	19	47	23	31	13	0	26	0	0	0	0	0	0	40	0	0	0	0	9	0	0	16	23	51	51	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
seq411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	
seq412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	212	87	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	possible genus Sk018	
seq387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	119	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
seq327	0	65	0	0	0	111	0	40	46	0	94	0	0	0	0	0	0	61	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	
seq334	0	0	0	0	0	0	0	0	0	0	0	0	0	34	35	0	27	112	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	100	28	18	18	31	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	
seq318	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	50	0	202	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
seq294	0	0	0	0	0	0	0	0	0	0	81	111	0	0	0	180	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
seq245	0	0	0	30	28	55	52	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	67	22	0	0	56	10	28	0	54	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-006	
seq287	0	25	0	36	46	73	0	13	17	0	35	0	0	0	0	0	103	50	24	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq324	0	12	0	0	19	15	20	9	30	0	26	0	0	0	0	50	24	0	30	8	17	0	0	0	0	4	0	18	0	0	15	62	0	0	15	13	4	12	27	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	
seq340	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	103	109	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	
seq256	0	0	0	0	2	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	27	0	0	0	0	28	0	0	0	0	0	0	0	0	276	0	2	60	4	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
seq355	0	0	0	27	16	0	0	113	146	0	0	0	58	0	9	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	0	0	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group			
seq328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
seq331	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	33	0	0	0	190	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
seq360	0	92	0	0	0	0	0	0	92	49	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq316	0	29	0	60	0	68	0	14	81	0	78	26	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	20	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae		
seq269	0	20	40	0	39	27	0	0	0	5	26	0	0	0	9	55	35	20	0	10	34	0	0	0	0	5	0	15	0	0	0	29	0	0	0	0	21	0	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	
seq330	0	0	0	0	0	0	0	0	0	0	22	0	103	0	0	0	30	0	30	0	0	0	0	0	0	0	0	87	0	0	0	19	0	0	0	0	0	0	93	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
seq309	0	0	0	5	0	25	0	0	0	0	0	0	0	0	0	12	0	0	91	8	0	0	0	0	0	0	0	18	0	0	74	70	18	0	0	0	0	0	59	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae		
seq367	0	62	0	0	40	0	0	0	94	0	0	0	87	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq339	0	0	0	39	47	92	0	0	0	30	57	0	95	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq308	0	0	19	48	24	0	36	72	44	0	0	23	27	0	0	0	25	22	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
seq381	0	0	69	0	0	0	171	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
seq401	0	140	14	100	56	24	0	0	14	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group			
seq377	0	21	0	0	23	55	0	0	0	12	30	0	25	15	0	0	36	67	62	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae		
seq241	0	0	0	0	0	20	0	0	0	0	156	0	33	0	0	0	56	31	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	
seq352	0	0	0	17	0	0	45	21	21	0	0	0	27	0	0	37	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	15	0	0	16	42	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	
seq404	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	0	14	14	7	0	3	0	0	0	0	21	2	0	0	0	0	0	101	29	25	32	41	0	0	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	
seq398	0	43	0	0	0	0	0	147	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
seq193	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
seq373	0	0	0	0	0	0	0	0	0	0	0	0	116	0	30	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	35	0	20	52	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
